from,to,cause,why,variable,cohort,before,after
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,basophils count,WHI,3/664794,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,c-reactive protein CRP,ARIC,-,6/19832
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,c-reactive protein CRP,CARDIA,-,4/12886
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,c-reactive protein CRP,CHS,-,4/15296
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,c-reactive protein CRP,FHS,-,5/163207
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,c-reactive protein CRP,HCHS/SOL,-,1/12509
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,c-reactive protein CRP,JHS,-,8/17665
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,c-reactive protein CRP,MESA,1/964,5/9489
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,interleukin 6 in blood,CARDIA,-,4/5552
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,interleukin 6 in blood,CHS,-,1/5063
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,interleukin 6 in blood,FHS,-,4/20471
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,interleukin 6 in blood,MESA,1/964,4/9898
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean corpuscular hemoglobin,ARIC,23/154143,8/24302
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean corpuscular hemoglobin,CARDIA,-,3/10787
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean corpuscular hemoglobin,FHS,-,3/78122
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean corpuscular hemoglobin,HCHS/SOL,-,1/12420
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean corpuscular hemoglobin,JHS,-,1/3376
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean corpuscular hemoglobin,MESA,-,3/8268
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean corpuscular hemoglobin,WHI,3/351039,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean corpuscular hemoglobin concentration,ARIC,11/64169,14/78224
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean corpuscular hemoglobin concentration,CARDIA,2/7203,2/7204
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean corpuscular hemoglobin concentration,CHS,4/14599,1/5447
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean corpuscular hemoglobin concentration,FHS,-,4/109098
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean corpuscular hemoglobin concentration,HCHS/SOL,1/12413,1/12420
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean corpuscular hemoglobin concentration,JHS,1/3749,1/3377
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean corpuscular hemoglobin concentration,MESA,2/3644,2/5512
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean corpuscular hemoglobin concentration,WHI,1/207213,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean corpuscular volume,ARIC,6/50430,9/40483
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean corpuscular volume,CARDIA,-,2/7205
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean corpuscular volume,CHS,4/14708,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean corpuscular volume,FHS,-,4/109098
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean corpuscular volume,HCHS/SOL,-,1/12420
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean corpuscular volume,JHS,1/3839,1/3377
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean corpuscular volume,MESA,3/8682,2/5512
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean platelet volume,ARIC,17/211571,5/5713
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean platelet volume,CARDIA,-,2/0
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean platelet volume,CHS,12/43430,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean platelet volume,FHS,-,2/58696
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean platelet volume,JHS,17/58938,1/3376
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,mean platelet volume,WHI,1/166813,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,monocytes count,ARIC,5/26964,8/78591
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,monocytes count,CARDIA,2/7205,3/10760
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,monocytes count,FHS,-,3/98637
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,monocytes count,HCHS/SOL,1/12420,2/23446
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,monocytes count,JHS,1/3377,2/6735
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,monocytes count,MESA,2/3656,2/3231
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,peripheral arterial disease,ARIC,67/610251,19/272006
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,peripheral arterial disease,CARDIA,10/32760,27/1926
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,peripheral arterial disease,CHS,-,3/32928
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,peripheral arterial disease,COPDGene,-,1/544
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,peripheral arterial disease,FHS,-,1/8883
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,peripheral arterial disease,JHS,35/153546,7/80948
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,peripheral arterial disease,WHI,7/2474002,10/938207
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,von Willebrand factor,ARIC,5/24251,1/14811
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,von Willebrand factor,CARDIA,-,5/6928
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,von Willebrand factor,FHS,-,3/63679
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,von Willebrand factor,HCHS/SOL,1/12419,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,von Willebrand factor,JHS,1/0,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,von Willebrand factor,MESA,-,1/962
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,COPD,(row),present,removed/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Carotid stenosis left,(row),present,removed/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Carotid stenosis right,(row),present,removed/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Eosinophils count,(row),present,removed/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Lactate in blood,(row),present,removed/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Red blood cell count,(row),present,removed/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Red cell distribution width,(row),present,removed/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Sleep apnea,(row),present,removed/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Stroke,(row),present,removed/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Age at Follow-up,(row),absent,added/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,COPD status,(row),absent,added/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Carotid stenosis,(row),absent,added/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Cause of Death,(row),absent,added/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Geographic Site,(row),absent,added/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Heart failure,(row),absent,added/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Lactate,(row),absent,added/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Medication Use,(row),absent,added/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Red blood cell count volume,(row),absent,added/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Sleep apnea status,(row),absent,added/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Stroke status,(row),absent,added/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Study cohort designation,(row),absent,added/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking ACE inhibitor,(row),absent,added/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking beta blocker,(row),absent,added/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking diuretic,(row),absent,added/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking steroids,(row),absent,added/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,eosinophils count,(row),absent,added/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,hematocrit,(row),absent,added/renamed
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,red cell distribution width,(row),absent,added/renamed
2025-11-03,2025-11-26,hand edit,sheet edited away from the pipeline output it had matched,Cause of death,CARDIA,36/21014,38/22104
2025-11-03,2025-11-26,hand edit,sheet edited away from the pipeline output it had matched,Age at Follow-up,(row),present,removed/renamed
2025-11-03,2025-11-26,hand edit,sheet edited away from the pipeline output it had matched,Cause of Death,(row),present,removed/renamed
2025-11-03,2025-11-26,hand edit,sheet edited away from the pipeline output it had matched,Geographic Site,(row),present,removed/renamed
2025-11-03,2025-11-26,hand edit,sheet edited away from the pipeline output it had matched,Study cohort designation,(row),present,removed/renamed
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Albumin creatinine ratio in urine,ARIC,3/24024,-
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Albumin creatinine ratio in urine,CARDIA,3/12495,3/9211
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Albumin creatinine ratio in urine,JHS,4/6386,2/4810
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Albumin in blood,ARIC,3/17989,2/17989
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Angina,MESA,3/18115,2/17591
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Aspirin,CARDIA,5/32949,3/32618
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Aspirin,JHS,7/198048,4/168900
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Asthma,ARIC,16/313462,15/311386
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Atrial fibrillation,ARIC,27/506443,17/348388
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Body weight,ARIC,7/70769,6/56292
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Body weight,CARDIA,14/39325,13/35703
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',COPD status,ARIC,5/40321,4/39974
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Carotid IMT,ARIC,139/854802,36/326885
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Carotid IMT,CHS,10/48336,6/28933
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Carotid IMT,JHS,24/75908,6/19862
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Carotid IMT,MESA,3/6719,1/187
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Carotid plaque,ARIC,41/2000988,40/1986511
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Cause of death,CARDIA,38/22104,34/20978
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Cigarette smoking,ARIC,35/783928,30/698091
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Cigarette smoking,CARDIA,21/122295,20/115051
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Cigarette smoking,JHS,9/58835,3/20498
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Death,ARIC,60/1346351,27/748362
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Death,CARDIA,8/293,4/292
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Diabetes,ARIC,41/838605,35/778114
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Diastolic blood pressure,ARIC,53/473408,52/458931
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Diastolic blood pressure,CARDIA,10/32760,9/29138
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',EGFR,MESA,13/40860,12/40464
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Education level,ARIC,2/130077,1/86718
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',HDL,ARIC,29/307974,28/293497
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',HDL,CARDIA,11/37429,10/33807
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',HDL,FHS,51/1099714,52/1164075
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Height,ARIC,20/177109,19/162632
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Height,CARDIA,14/36658,13/33036
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Hematocrit,ARIC,10/146690,7/119990
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Hematocrit,CARDIA,2/7204,1/3582
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Hemoglobin,ARIC,10/89898,8/63198
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Hemoglobin,CARDIA,2/7204,1/3582
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',History of cardiovascular disease,ARIC,30/631205,22/495640
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',History of coronary angioplasty,ARIC,9/176553,8/162076
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',History of coronary artery bypass graft,ARIC,13/192105,12/177628
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',History of coronary artery bypass graft,WHI,3/570946,2/288734
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',History of myocardial infarction,ARIC,65/2968463,51/2686680
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Hypertension,ARIC,24/638759,23/632945
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Hypertension treatment,ARIC,42/1306554,18/372002
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Hypertension treatment,CARDIA,29/149032,19/25776
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Hypertension treatment,FHS,53/477857,54/489059
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Hypertension treatment,JHS,19/249062,9/219048
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',ICAM1 in blood,CARDIA,2/6039,1/2669
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Interleukin 10 in blood,MESA,2/947,1/939
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',LDL,FHS,25/626142,26/695629
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Lymphocytes count,ARIC,7/72929,6/58452
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Lymphocytes count,CARDIA,3/10787,2/7165
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Mass LP-PLA2 in blood,MESA,2/10297,1/5042
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Neutrophils count,ARIC,7/106719,-
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Neutrophils count,CARDIA,6/20335,-
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Neutrophils count,HCHS/SOL,2/23441,-
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Neutrophils count,JHS,3/6812,-
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Neutrophils percent,ARIC,2/18625,2/37250
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Neutrophils percent,CARDIA,1/2407,1/4814
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Neutrophils percent,HCHS/SOL,1/11719,1/23438
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Platelet count,ARIC,11/64169,9/37469
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Platelet count,CARDIA,2/7203,1/3581
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',QT interval,WHI,2/333626,1/166813
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Race,JHS,1/29425,-
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Sex,JHS,9/55102,5/28298
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Sleep hours,CARDIA,3/6830,2/3529
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Stroke status,ARIC,127/4514934,95/4193696
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Stroke status,WHI,27/2363823,26/2363617
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Systolic blood pressure,ARIC,67/610251,66/595774
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Systolic blood pressure,CARDIA,10/32760,9/29138
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',TNFa in blood,MESA,5/7447,4/3737
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking ACE inhibitors,ARIC,10/168194,9/153717
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking ACE inhibitors,CARDIA,4/26022,3/22400
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking ACE inhibitors,FHS,19/104771,20/119783
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking aldosterone receptor blockers,ARIC,8/134234,7/119757
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking aldosterone receptor blockers,CARDIA,4/26022,3/22400
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking alpha blockers,ARIC,2/57908,1/43431
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking alpha blockers,CARDIA,4/26022,3/22400
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking alpha blockers,FHS,14/62181,14/69132
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking angiotensin receptor blockers,ARIC,12/202959,11/188482
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking angiotensin receptor blockers,CARDIA,4/26022,3/22400
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking beta blockers,ARIC,4/91906,3/77429
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking beta blockers,CARDIA,4/26022,3/22400
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking beta blockers,FHS,40/335956,45/425501
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking beta blockers,HCHS/SOL,1/24560,2/49120
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking beta blockers,JHS,-,3/17208
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking beta blockers,WHI,-,2/27026
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking calcium channel blockers,ARIC,6/101078,5/35848
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking calcium channel blockers,CARDIA,4/26022,3/22400
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking calcium channel blockers,FHS,32/214180,32/227652
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking centrally acting agents,ARIC,2/57908,1/43431
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking centrally acting agents,CARDIA,4/26022,3/22400
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking centrally acting agents,FHS,32/203192,33/218295
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking diuretics,ARIC,2/57908,10/65614
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking diuretics,CARDIA,4/26022,4/28846
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking diuretics,CHS,1/11052,68/498892
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking diuretics,FHS,-,71/645582
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking diuretics,HCHS/SOL,1/24560,4/98702
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking diuretics,JHS,-,3/17568
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking diuretics,MESA,3/16508,34/251316
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking diuretics,WHI,-,3/40610
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking insulin,FHS,25/181423,25/189469
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking medication for diabetes,ARIC,2/20476,2/10238
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking non statin medication,FHS,60/420878,60/454305
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking oral hypoglycemic agents,FHS,59/366014,59/376742
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking statin medication,ARIC,12/235604,11/90604
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking statin medication,FHS,10/57623,12/70322
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking systemic steroids,COPDGene,1/518,2/1040
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking systemic steroids,FHS,-,1/4236
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking vasodilators,ARIC,3/35158,3/17579
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Taking vasodilators,FHS,23/125514,29/158374
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Total cholesterol in blood,ARIC,16/146723,15/132246
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Total cholesterol in blood,CARDIA,3/10519,2/6897
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Total cholesterol in blood,FHS,60/1453584,61/1538130
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Triglycerides in blood,ARIC,25/282890,24/268413
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Triglycerides in blood,CARDIA,7/52069,6/48447
2025-11-26,2025-12-09,code c72e781c,filter out rows whose Transform Comment is 'out of scope',Triglycerides in blood,FHS,39/686928,39/750483
